 ,Data/Hora Evento,GNSS UTC Time,Tipo Dispositivo,IMEI,Sequência,Tipo Mensagem,Bateria Interna,ERI Mask,Protocol Version,Alimentação Externa,Input Status,Output Status,Motion,Duration Ign On,Duration Ign Off,Satélites,HDOP,MCC,MNC,LAC,Cell ID,Velocidade,Azimuth,Altitude,Latitude,Longitude,Hodômetro Total,Horímetro Total,CSQ RSSI,CSQ BER,RAT,BAND,ICCID,Ext. Pwr Supply,Charging,LED On,Timezone,Daylight Saving,Wave1 Output ID,Wave1 Output Active,BT Report Mask,BT Name,BT MAC Address,Peer Role,Peer Address Type,Driver ID,Login Status,MS GNSS Accuracy,Max Speed,MS Azimuth,MS Altitude,MS Longitude,MS Latitude,MS GNSS UTC Time,MS Satellite Number,MS Mileage
2025-10-09 06:57:45,2025-10-09 06:57:45,2025-10-09 06:57:39,385349,862689070108177,2177,GTERI,4.20,00008200,698407,13946,81,00,22,,,13,1,0724,0005,AD85,033B710B,15.7,88,24.7,-22.973365,-43.384267,327.7,,22,0,2,28,,,,,,,,,,,,,,,,1,35.7,126,41.0,-43.386150,-22.972648,2025-10-09 06:57:01,12,327.5
2025-10-09 07:00:44,2025-10-09 07:00:45,2025-10-09 07:00:39,385349,862689070108177,2180,GTERI,4.20,00008200,698407,13954,81,00,22,,,13,1,0724,0005,B299,0336450A,43.4,98,17.0,-22.973470,-43.373340,328.8,,31,0,2,28,,,,,,,,,,,,,,,,1,52.8,89,16.6,-43.374548,-22.973412,2025-10-09 07:00:30,13,328.7
2025-10-09 07:03:45,2025-10-09 07:03:45,2025-10-09 07:03:39,385349,862689070108177,2182,GTERI,4.20,00008200,698407,13954,81,00,22,,,13,1,0724,0005,B299,033EE50B,28.1,181,-21.6,-22.982895,-43.365972,330.8,,23,0,2,28,,,,,,,,,,,,,,,,1,55.1,187,-3.2,-43.365953,-22.979265,2025-10-09 07:02:55,13,330.4
2025-10-09 07:14:04,2025-10-09 07:06:45,2025-10-09 07:06:39,385349,862689070108177,2185,GTERI,4.20,00008200,698407,13962,81,00,22,,,12,1,0724,0005,B299,033CCB09,30.6,270,8.4,-22.993388,-43.368657,332.2,,18,0,2,28,,,,,,,,,,,,,,,,1,57.0,179,-0.5,-43.366098,-22.987682,2025-10-09 07:04:27,12,331.3
2025-10-09 07:14:05,2025-10-09 07:12:45,2025-10-09 07:12:39,385349,862689070108177,2189,GTERI,4.20,00008200,698407,13994,81,00,22,,,13,1,0724,0005,B299,033BAB0A,9.0,335,16.0,-22.987593,-43.379042,333.8,,31,0,2,28,,,,,,,,,,,,,,,,1,14.3,340,14.5,-43.378405,-22.989197,2025-10-09 07:10:53,13,333.7
2025-10-09 07:14:05,2025-10-09 07:09:45,2025-10-09 07:09:39,385349,862689070108177,2187,GTERI,4.20,00008200,698407,13970,81,00,22,,,14,1,0724,0005,B299,033BAB0A,0.0,358,15.6,-22.989820,-43.378128,333.5,,27,0,2,28,,,,,,,,,,,,,,,,1,52.9,254,3.8,-43.375213,-22.993328,2025-10-09 07:07:38,13,332.9
2025-10-09 07:14:06,2025-10-09 07:13:44,2025-10-09 07:13:43,385349,862689070108177,2191,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 07:23:15,2025-10-09 07:14:51,2025-10-09 07:14:50,385349,862689070108177,2193,GTRTL,4.20,,698407,13994,81,00,22,,,12,1,0724,0005,B299,033BAB09,27.7,55,20.6,-22.984672,-43.378695,334.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 07:23:16,2025-10-09 07:17:50,2025-10-09 07:17:45,385349,862689070108177,2196,GTERI,4.20,00008200,698407,13962,81,00,22,,,12,1,0724,0005,B299,033BAB09,0.0,3,0.0,-22.982800,-43.379793,334.5,,28,0,2,28,,,,,,,,,,,,,,,,1,27.0,39,21.1,-43.378590,-22.984575,2025-10-09 07:14:52,11,334.1
2025-10-09 07:23:16,2025-10-09 07:14:51,2025-10-09 07:14:50,385349,862689070108177,2194,GTERI,4.20,00008200,698407,13994,81,00,22,,,12,1,0724,0005,B299,033BAB09,27.7,55,20.6,-22.984672,-43.378695,334.0,,31,0,2,28,,,,,,,,,,,,,,,,1,27.7,55,20.6,-43.378695,-22.984672,2025-10-09 07:14:50,12,334.0
2025-10-09 07:23:17,2025-10-09 07:20:50,2025-10-09 07:20:45,385349,862689070108177,2199,GTERI,4.20,00008200,698407,13954,81,00,21,,,13,1,0724,0005,B299,033BAB09,0.0,3,0.0,-22.982800,-43.379793,334.5,,28,0,2,28,,,,,,,,,,,,,,,,1,0.0,3,0.0,-43.379793,-22.982800,2025-10-09 07:20:49,13,334.5
2025-10-09 07:23:50,2025-10-09 07:23:50,2025-10-09 07:23:45,385349,862689070108177,2200,GTERI,4.20,00008200,698407,14002,81,00,22,,,13,1,0724,0005,B299,033BAB09,7.0,279,12.6,-22.982140,-43.379725,334.6,,19,0,2,28,,,,,,,,,,,,,,,,1,12.8,18,5.3,-43.379672,-22.982553,2025-10-09 07:23:12,13,334.5
2025-10-09 07:26:50,2025-10-09 07:26:50,2025-10-09 07:26:45,385349,862689070108177,2201,GTERI,4.20,00008200,698407,14002,81,00,22,,,13,1,0724,0005,B299,033BAB09,26.8,155,16.1,-22.984235,-43.380415,335.0,,31,0,2,28,,,,,,,,,,,,,,,,1,27.2,158,15.4,-43.380355,-22.984372,2025-10-09 07:26:47,13,335.1
2025-10-09 07:29:50,2025-10-09 07:29:50,2025-10-09 07:29:44,385349,862689070108177,2202,GTERI,4.20,00008200,698407,14002,81,00,22,,,16,1,0724,0005,B299,033BAB0A,36.0,161,-5.7,-22.993547,-43.376870,336.1,,22,0,2,28,,,,,,,,,,,,,,,,1,45.4,158,-3.8,-43.377522,-22.991877,2025-10-09 07:29:28,13,335.9
2025-10-09 07:52:45,2025-10-09 07:35:50,2025-10-09 07:35:45,385349,862689070108177,2206,GTERI,4.20,00008200,698407,13970,81,00,22,,,15,1,0724,0005,B299,033AE70A,0.0,94,-8.8,-22.993537,-43.367303,337.4,,21,0,2,28,,,,,,,,,,,,,,,,1,23.6,89,9.3,-43.369320,-22.993480,2025-10-09 07:33:35,13,337.3
2025-10-09 07:52:45,2025-10-09 07:32:50,2025-10-09 07:32:45,385349,862689070108177,2204,GTERI,4.20,00008200,698407,13962,81,00,22,,,12,1,0724,0005,B299,033AE70B,0.0,104,6.2,-22.993463,-43.369667,337.2,,19,0,2,28,,,,,,,,,,,,,,,,1,56.9,91,-4.6,-43.374133,-22.993337,2025-10-09 07:31:01,12,336.8
2025-10-09 07:52:46,2025-10-09 07:40:25,2025-10-09 07:40:24,385349,862689070108177,2210,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 07:52:46,2025-10-09 07:38:50,2025-10-09 07:38:45,385349,862689070108177,2208,GTERI,4.19,00008200,698407,14010,81,00,22,,,15,1,0724,0005,B299,0347B40E,28.5,0,7.3,-22.994640,-43.365557,338.2,,22,0,2,3,,,,,,,,,,,,,,,,1,45.4,181,3.8,-43.366233,-22.994650,2025-10-09 07:37:41,17,337.6
2025-10-09 07:52:47,2025-10-09 07:41:39,2025-10-09 07:41:38,385349,862689070108177,2211,GTRTL,4.18,,698407,14018,81,00,22,,,13,1,0724,0005,AD85,0340360C,66.8,42,17.0,-22.970175,-43.359912,340.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 07:52:48,2025-10-09 07:44:38,2025-10-09 07:44:33,385349,862689070108177,2214,GTERI,4.18,00008200,698407,14010,81,00,22,,,13,1,0724,0005,AD85,033B590A,82.9,35,-36.3,-22.940493,-43.351177,344.1,,31,0,2,28,,,,,,,,,,,,,,,,1,88.4,35,-30.6,-43.354868,-22.947250,2025-10-09 07:43:56,12,343.1
2025-10-09 07:52:48,2025-10-09 07:41:39,2025-10-09 07:41:38,385349,862689070108177,2212,GTERI,4.18,00008200,698407,14018,81,00,22,,,13,1,0724,0005,AD85,0340360C,66.8,42,17.0,-22.970175,-43.359912,340.4,,26,0,2,28,,,,,,,,,,,,,,,,1,66.8,42,17.0,-43.359912,-22.970175,2025-10-09 07:41:38,13,340.4
2025-10-09 07:52:49,2025-10-09 07:50:38,2025-10-09 07:50:33,385349,862689070108177,2218,GTERI,4.18,00008200,698407,14026,81,00,22,,,14,1,0724,0005,0911,27A2,50.1,89,48.3,-22.906890,-43.311700,349.6,,21,0,1,1800,,,,,,,,,,,,,,,,1,72.2,66,84.4,-43.334458,-22.923138,2025-10-09 07:47:56,10,346.6
2025-10-09 07:52:49,2025-10-09 07:47:38,2025-10-09 07:47:33,385349,862689070108177,2216,GTERI,4.18,00008200,698407,14018,81,00,22,,,12,1,0724,0005,AD85,033DAE0B,41.1,61,47.7,-22.924565,-43.337498,346.3,,25,0,2,28,,,,,,,,,,,,,,,,1,80.0,39,3.6,-43.347753,-22.936592,2025-10-09 07:44:59,12,344.6
2025-10-09 07:52:50,2025-10-09 07:51:13,2025-10-09 07:51:12,385349,862689070108177,2219,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 07:52:51,2025-10-09 07:52:28,2025-10-09 07:52:28,385349,862689070108177,2223,GTERI,4.18,00008200,698407,14034,81,00,22,,,11,1,0724,0005,0911,4F79,73.8,16,63.4,-22.899342,-43.302892,350.5,,31,0,1,1800,,,,,,,,,,,,,,,,1,73.8,16,63.4,-43.302892,-22.899342,2025-10-09 07:52:28,11,350.5
2025-10-09 07:52:51,2025-10-09 07:52:28,2025-10-09 07:52:28,385349,862689070108177,2222,GTRTL,4.18,,698407,14034,81,00,22,,,11,1,0724,0005,0911,4F79,73.8,16,63.4,-22.899342,-43.302892,350.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:11:11,2025-10-09 07:58:27,2025-10-09 07:57:47,385349,862689070108177,2227,GTERI,4.18,00008200,698407,13978,81,00,22,,,0,0,0724,0005,0911,4E26,7.9,170,17.3,-22.887838,-43.284985,353.1,,18,0,1,1800,,,,,,,,,,,,,,,,1,37.4,108,11.5,-43.286227,-22.887463,2025-10-09 07:57:15,11,353.0
2025-10-09 08:11:11,2025-10-09 07:55:27,2025-10-09 07:55:21,385349,862689070108177,2225,GTERI,4.18,00008200,698407,13970,81,00,22,,,13,1,0724,0005,0911,2D19,0.0,32,4.0,-22.886537,-43.288925,352.7,,18,0,1,900,,,,,,,,,,,,,,,,1,77.8,21,65.2,-43.302680,-22.898802,2025-10-09 07:52:31,11,350.5
2025-10-09 08:11:12,2025-10-09 07:59:35,2025-10-09 07:57:47,385349,862689070108177,2229,GTIGF,4.18,,698407,12828,80,00,11,1088,,0,0,0724,0005,0911,4E26,7.9,170,17.3,-22.887838,-43.284985,353.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:11:13,2025-10-09 08:03:41,2025-10-09 07:57:47,385349,862689070108177,2231,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:11:13,2025-10-09 07:59:38,2025-10-09 07:57:47,385349,862689070108177,2230,GTERI,4.18,00008200,698407,12684,80,00,11,,,3,0,0724,0005,0911,4E26,7.9,170,17.3,-22.887838,-43.284985,353.1,,10,0,1,1800,,,,,,,,,,,,,,,,0,7.9,170,17.3,-43.284985,-22.887838,2025-10-09 07:57:47,3,353.1
2025-10-09 08:11:14,2025-10-09 08:07:18,2025-10-09 07:57:47,385349,862689070108177,2232,GTRTL,4.18,,698407,12948,80,00,11,,,3,0,0724,0005,0911,4E26,7.9,170,17.3,-22.887838,-43.284985,353.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 08:11:15,2025-10-09 08:07:18,2025-10-09 07:57:47,385349,862689070108177,2233,GTERI,4.18,00008200,698407,12948,80,00,11,,,3,0,0724,0005,0911,4E26,7.9,170,17.3,-22.887838,-43.284985,353.1,,09,99,0,0,,,,,,,,,,,,,,,,0,7.9,170,17.3,-43.284985,-22.887838,2025-10-09 07:57:47,3,353.1
2025-10-09 09:27:38,2025-10-09 09:19:45,2025-10-09 07:57:47,385349,862689070108177,2236,GTRTL,4.18,,698407,12708,80,00,11,,,3,0,0724,0005,AFDD,03478C0A,7.9,170,17.3,-22.887838,-43.284985,353.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:27:39,2025-10-09 09:21:24,2025-10-09 07:57:47,385349,862689070108177,2238,GTIGN,4.18,,698407,12612,81,00,22,,4601,3,0,0724,0005,AFDD,03478C0A,7.9,170,17.3,-22.887838,-43.284985,353.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:27:39,2025-10-09 09:19:45,2025-10-09 07:57:47,385349,862689070108177,2237,GTERI,4.18,00008200,698407,12708,80,00,11,,,3,0,0724,0005,AFDD,03478C0A,7.9,170,17.3,-22.887838,-43.284985,353.1,,31,0,2,28,,,,,,,,,,,,,,,,0,7.9,170,17.3,-43.284985,-22.887838,2025-10-09 07:57:47,3,353.1
2025-10-09 09:27:40,2025-10-09 09:22:56,2025-10-09 09:22:55,385349,862689070108177,2240,GTERI,4.18,00008200,698407,13970,81,00,21,,,9,1,0724,0005,AFDD,033AF20D,0.9,191,33.8,-22.887787,-43.284848,353.1,,31,0,2,3,,,,,,,,,,,,,,,,1,0.9,191,33.8,-43.284848,-22.887787,2025-10-09 09:22:55,9,353.1
2025-10-09 10:02:10,2025-10-09 09:07:15,2025-10-09 07:57:47,385349,862689070108177,2234,GTERI,4.18,00008200,698407,13003,80,00,11,,,3,0,0724,0005,0911,4E26,7.9,170,17.3,-22.887838,-43.284985,353.1,,8,0,1,1800,,,,,,,,,,,,,,,,0,7.9,170,17.3,-43.284985,-22.887838,2025-10-09 07:57:47,3,353.1
2025-10-09 10:02:12,2025-10-09 09:25:55,2025-10-09 09:25:50,385349,862689070108177,2241,GTERI,4.18,00008200,698407,14018,81,00,22,,,12,1,0724,0005,B041,03478A0A,61.1,255,44.9,-22.882252,-43.281867,354.6,,25,0,2,28,,,,,,,,,,,,,,,,1,65.6,257,44.6,-43.282372,-22.882350,2025-10-09 09:25:53,12,354.6
2025-10-09 10:02:12,2025-10-09 09:22:56,2025-10-09 09:22:55,385349,862689070108177,2240,GTERI,4.18,00008200,698407,13970,81,00,21,,,9,1,0724,0005,AFDD,033AF20D,0.9,191,33.8,-22.887787,-43.284848,353.1,,31,0,2,3,,,,,,,,,,,,,,,,1,0.9,191,33.8,-43.284848,-22.887787,2025-10-09 09:22:55,9,353.1
2025-10-09 10:02:12,2025-10-09 09:16:10,2025-10-09 07:57:47,385349,862689070108177,2235,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 10:02:13,2025-10-09 09:26:36,,385349,862689070108177,2242,GTASC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 10:02:14,2025-10-09 09:28:24,2025-10-09 09:28:23,385349,862689070108177,2244,GTRTL,4.18,,698407,14002,81,00,22,,,7,1,0724,0005,B041,03478A09,43.8,124,48.7,-22.876922,-43.273915,355.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 10:02:14,2025-10-09 09:27:00,2025-10-09 09:26:59,385349,862689070108177,2243,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 10:02:15,2025-10-09 09:31:23,2025-10-09 09:31:18,385349,862689070108177,2247,GTERI,4.18,00008200,698407,14002,81,00,22,,,3,1,0724,0005,B041,0346C00B,14.7,195,-2.1,-22.878968,-43.270428,356.2,,31,0,2,28,,,,,,,,,,,,,,,,1,38.3,132,49.1,-43.273740,-22.877077,2025-10-09 09:28:25,9,355.7
2025-10-09 10:02:15,2025-10-09 09:28:24,2025-10-09 09:28:23,385349,862689070108177,2245,GTERI,4.18,00008200,698407,14002,81,00,22,,,7,1,0724,0005,B041,03478A09,43.8,124,48.7,-22.876922,-43.273915,355.6,,19,0,2,28,,,,,,,,,,,,,,,,1,43.8,124,48.7,-43.273915,-22.876922,2025-10-09 09:28:23,7,355.6
2025-10-09 10:02:16,2025-10-09 09:34:04,2025-10-09 09:31:23,385349,862689070108177,2250,GTERI,4.18,00008200,698407,12772,80,00,11,,,3,0,0724,0005,B041,0346C00A,16.7,194,-5.3,-22.879178,-43.270492,356.2,,23,0,2,28,,,,,,,,,,,,,,,,0,16.7,194,-5.3,-43.270492,-22.879178,2025-10-09 09:31:23,3,356.2
2025-10-09 10:02:16,2025-10-09 09:34:01,2025-10-09 09:31:23,385349,862689070108177,2249,GTIGF,4.18,,698407,12788,80,00,11,742,,0,0,0724,0005,B041,0346C00A,16.7,194,-5.3,-22.879178,-43.270492,356.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 10:02:17,2025-10-09 09:42:02,2025-10-09 09:31:23,385349,862689070108177,2252,GTRTL,4.18,,698407,12892,80,00,11,,,3,0,0724,0005,B041,0346C00A,16.7,194,-5.3,-22.879178,-43.270492,356.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 10:02:17,2025-10-09 09:38:28,2025-10-09 09:31:23,385349,862689070108177,2251,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 10:02:18,2025-10-09 09:49:54,2025-10-09 09:31:23,385349,862689070108177,2254,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 10:02:18,2025-10-09 09:42:02,2025-10-09 09:31:23,385349,862689070108177,2253,GTERI,4.18,00008200,698407,12892,80,00,11,,,3,0,0724,0005,B041,0346C00A,16.7,194,-5.3,-22.879178,-43.270492,356.2,,31,0,2,28,,,,,,,,,,,,,,,,0,16.7,194,-5.3,-43.270492,-22.879178,2025-10-09 09:31:23,3,356.2
2025-10-09 10:02:19,2025-10-09 09:53:31,2025-10-09 09:31:23,385349,862689070108177,2256,GTERI,4.18,00008200,698407,12860,80,00,11,,,3,0,0724,0005,B041,0346C00A,16.7,194,-5.3,-22.879178,-43.270492,356.2,,31,0,2,28,,,,,,,,,,,,,,,,0,16.7,194,-5.3,-43.270492,-22.879178,2025-10-09 09:31:23,3,356.2
2025-10-09 10:02:19,2025-10-09 09:53:31,2025-10-09 09:31:23,385349,862689070108177,2255,GTRTL,4.18,,698407,12860,80,00,11,,,3,0,0724,0005,B041,0346C00A,16.7,194,-5.3,-22.879178,-43.270492,356.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 10:02:20,2025-10-09 10:01:22,2025-10-09 09:31:23,385349,862689070108177,2257,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 10:08:08,2025-10-09 10:04:57,2025-10-09 09:31:23,385349,862689070108177,2258,GTRTL,4.18,,698407,12812,80,00,11,,,3,0,0724,0005,B041,0346C00B,16.7,194,-5.3,-22.879178,-43.270492,356.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 10:08:08,2025-10-09 10:04:57,2025-10-09 09:31:23,385349,862689070108177,2258,GTRTL,4.18,,698407,12812,80,00,11,,,3,0,0724,0005,B041,0346C00B,16.7,194,-5.3,-22.879178,-43.270492,356.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 10:08:08,2025-10-09 10:04:57,2025-10-09 09:31:23,385349,862689070108177,2258,GTRTL,4.18,,698407,12812,80,00,11,,,3,0,0724,0005,B041,0346C00B,16.7,194,-5.3,-22.879178,-43.270492,356.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 10:08:17,2025-10-09 10:04:57,2025-10-09 09:31:23,385349,862689070108177,2259,GTERI,4.18,00008200,698407,12812,80,00,11,,,3,0,0724,0005,B041,0346C00B,16.7,194,-5.3,-22.879178,-43.270492,356.2,,24,0,2,28,,,,,,,,,,,,,,,,0,16.7,194,-5.3,-43.270492,-22.879178,2025-10-09 09:31:23,3,356.2
2025-10-09 10:08:17,2025-10-09 10:04:57,2025-10-09 09:31:23,385349,862689070108177,2258,GTRTL,4.18,,698407,12812,80,00,11,,,3,0,0724,0005,B041,0346C00B,16.7,194,-5.3,-22.879178,-43.270492,356.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 11:12:40,2025-10-09 11:04:37,2025-10-09 11:04:37,385349,862689070108177,2262,GTERI,4.18,00008200,698407,14010,81,00,22,,,12,1,0724,0005,0911,2E97,21.3,288,35.1,-22.879423,-43.271150,356.2,,22,0,1,1800,,,,,,,,,,,,,,,,1,21.3,288,35.1,-43.271150,-22.879423,2025-10-09 11:04:37,12,356.3
2025-10-09 11:12:40,2025-10-09 11:02:17,2025-10-09 09:31:23,385349,862689070108177,2260,GTIGN,4.18,,698407,12748,81,00,22,,4280,3,0,0724,0005,0911,50F7,16.7,194,-5.3,-22.879178,-43.270492,356.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 11:12:41,2025-10-09 11:10:35,2025-10-09 11:10:31,385349,862689070108177,2266,GTERI,4.18,00008200,698407,14026,81,00,22,,,14,1,0724,0005,0911,27A2,70.4,238,55.6,-22.907270,-43.313723,362.8,,27,0,1,1800,,,,,,,,,,,,,,,,1,92.5,196,44.8,-43.303728,-22.901705,2025-10-09 11:09:03,15,361.4
2025-10-09 11:12:41,2025-10-09 11:07:35,2025-10-09 11:07:31,385349,862689070108177,2263,GTERI,4.18,00008200,698407,14018,81,00,22,,,12,1,0724,0005,0911,1031,84.9,218,28.3,-22.886892,-43.292682,359.4,,25,0,1,1800,,,,,,,,,,,,,,,,1,84.9,218,28.3,-43.292682,-22.886892,2025-10-09 11:07:31,13,359.3
2025-10-09 11:12:42,2025-10-09 11:11:14,2025-10-09 11:10:44,385349,862689070108177,2267,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 11:12:44,2025-10-09 11:12:44,2025-10-09 11:12:43,385349,862689070108177,2269,GTRTL,4.18,,698407,13970,81,00,22,,,6,2,0724,0005,0911,00F6,18.1,241,82.0,-22.922053,-43.332203,363.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 11:12:45,2025-10-09 11:12:44,2025-10-09 11:12:43,385349,862689070108177,2270,GTERI,4.18,00008200,698407,13970,81,00,22,,,6,2,0724,0005,0911,00F6,18.1,241,82.0,-22.922053,-43.332203,363.0,,17,0,1,1800,,,,,,,,,,,,,,,,2,18.1,241,82.0,-43.332203,-22.922053,2025-10-09 11:12:43,6,363.0
2025-10-09 11:18:21,2025-10-09 11:15:43,2025-10-09 11:15:38,385349,862689070108177,2272,GTERI,4.18,00008200,698407,13922,81,00,22,,,14,1,0724,0005,08AD,008A,5.6,218,20.5,-22.939073,-43.350037,365.7,,31,0,1,900,,,,,,,,,,,,,,,,1,97.4,227,75.0,-43.341423,-22.926842,2025-10-09 11:13:29,12,364.1
2025-10-09 11:18:43,2025-10-09 11:18:43,2025-10-09 11:18:37,385349,862689070108177,2274,GTERI,4.18,00008200,698407,14018,81,00,22,,,15,1,0724,0005,08AD,046C,27.5,216,21.1,-22.940453,-43.351235,365.9,,20,0,1,1800,,,,,,,,,,,,,,,,1,31.1,215,20.5,-43.351440,-22.940708,2025-10-09 11:18:41,15,365.9
2025-10-09 11:21:44,2025-10-09 11:21:43,2025-10-09 11:21:38,385349,862689070108177,2277,GTERI,4.18,00008200,698407,14002,81,00,22,,,15,1,0724,0005,08AD,302C,3.9,196,15.3,-22.948433,-43.355885,366.8,,11,0,1,1800,,,,,,,,,,,,,,,,1,47.1,206,10.4,-43.355270,-22.947445,2025-10-09 11:20:55,15,366.7
2025-10-09 11:24:45,2025-10-09 11:24:43,2025-10-09 11:24:37,385349,862689070108177,2279,GTERI,4.18,00008200,698407,14010,81,00,22,,,16,1,0724,0005,08AD,2B7C,12.6,199,10.3,-22.958728,-43.357358,368.0,,13,0,1,1800,,,,,,,,,,,,,,,,1,47.3,187,10.1,-43.356908,-22.951140,2025-10-09 11:22:25,16,367.2
2025-10-09 11:25:34,2025-10-09 11:24:43,2025-10-09 11:24:37,385349,862689070108177,2279,GTERI,4.18,00008200,698407,14010,81,00,22,,,16,1,0724,0005,08AD,2B7C,12.6,199,10.3,-22.958728,-43.357358,368.0,,13,0,1,1800,,,,,,,,,,,,,,,,1,47.3,187,10.1,-43.356908,-22.951140,2025-10-09 11:22:25,16,367.2
2025-10-09 11:27:43,2025-10-09 11:27:43,2025-10-09 11:27:37,385349,862689070108177,2282,GTERI,4.18,00008200,698407,13986,81,00,22,,,16,1,0724,0005,B299,033AE709,61.2,179,4.6,-22.980725,-43.365872,370.8,,24,0,2,28,,,,,,,,,,,,,,,,1,72.7,228,6.3,-43.359667,-22.969378,2025-10-09 11:26:18,15,369.3
2025-10-09 11:30:43,2025-10-09 11:30:43,2025-10-09 11:30:38,385349,862689070108177,2284,GTERI,4.18,00008200,698407,14010,81,00,22,,,15,1,0724,0005,B299,033BAB0A,56.1,251,4.1,-22.993515,-43.375827,373.2,,19,0,2,28,,,,,,,,,,,,,,,,1,68.0,181,-3.5,-43.365953,-22.983263,2025-10-09 11:27:53,16,371.1
2025-10-09 11:33:42,2025-10-09 11:33:43,2025-10-09 11:33:37,385349,862689070108177,2287,GTERI,4.18,00008200,698407,14026,81,00,22,,,15,1,0724,0005,B299,033BAB09,34.8,26,9.4,-22.984475,-43.378533,374.5,,29,0,2,28,,,,,,,,,,,,,,,,1,49.5,341,-3.7,-43.377448,-22.991635,2025-10-09 11:31:23,14,373.6
2025-10-09 11:36:43,2025-10-09 11:36:43,2025-10-09 11:36:37,385349,862689070108177,2289,GTERI,4.18,00008200,698407,13994,81,00,22,,,14,1,0724,0005,B299,033BAB09,0.0,7,12.5,-22.981445,-43.381293,375.1,,24,0,2,28,,,,,,,,,,,,,,,,1,36.6,14,7.6,-43.378330,-22.983695,2025-10-09 11:33:48,14,374.6
2025-10-09 11:39:42,2025-10-09 11:39:43,2025-10-09 11:39:38,385349,862689070108177,2292,GTERI,4.18,00008200,698407,13930,81,00,21,,,10,1,0724,0005,B299,033BAB09,0.0,7,12.5,-22.981445,-43.381293,375.1,,19,0,2,28,,,,,,,,,,,,,,,,1,0.0,7,12.5,-43.381293,-22.981445,2025-10-09 11:39:42,10,375.1
2025-10-09 11:42:43,2025-10-09 11:42:43,2025-10-09 11:42:38,385349,862689070108177,2294,GTERI,4.18,00008200,698407,13954,81,00,21,,,16,1,0724,0005,B299,033BAB09,0.0,7,12.5,-22.981445,-43.381293,375.1,,19,0,2,28,,,,,,,,,,,,,,,,1,0.0,7,12.5,-43.381293,-22.981445,2025-10-09 11:42:42,16,375.1
2025-10-09 11:45:42,2025-10-09 11:45:43,2025-10-09 11:45:38,385349,862689070108177,2297,GTERI,4.18,00008200,698407,13906,81,00,21,,,15,1,0724,0005,B299,033BAB09,0.0,279,8.4,-22.981408,-43.381393,375.1,,25,0,2,28,,,,,,,,,,,,,,,,1,0.0,279,8.4,-43.381393,-22.981408,2025-10-09 11:45:42,15,375.1
