Sequência,veiPlaca,Tipo Dispositivo,IMEI,GNSS UTC Time,Data/Hora Inclusão,Data/Hora Evento,Azimuth,delay,Latitude,Longitude,Satélites,GPS,Velocidade,Bateria (V),mrvlog,tdeID,Motion Status,Event Code,Hodômetro Total,RAT,Position Report Type,Tipo Mensagem,Message_Category,Match_Type,Match_ID,delta,Delta,Tempo de fix,Match_Complete,Distância,Discrepancia,Distancia esperada
2382,QRQ1J66,83,4675739775,2025-06-30 19:38:14,2025-06-30 19:38:15.430,2025-06-30 19:38:14,52.0,1,-6.777856,-43.00979,13,Válido,0,11278,0,667,21,21,1224.69,0,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
2383,QRQ1J66,83,4675739775,2025-06-30 19:41:14,2025-06-30 19:41:15.430,2025-06-30 19:41:14,312.0,1,-6.771259,-43.0124,14,Válido,0,13193,0,761,22,30,1225.69,0,10,GTERI,T,T5,185,,4.0,0.0,T5_185,4.04,4.04*,0.0
2384,QRQ1J66,83,4675739775,2025-06-30 19:44:00,2025-06-30 19:44:01.477,2025-06-30 19:44:00,311.0,1,-6.768501,-43.01762,14,Válido,0,12950,0,668,12,20,1226.34,0,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
2385,QRQ1J66,83,4675739775,2025-06-30 19:49:00,2025-06-30 19:49:01.420,2025-06-30 19:49:00,311.0,1,-6.768499,-43.01761,13,Válido,0,12524,0,760,11,27,1226.34,0,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2386,QRQ1J66,83,4675739775,2025-06-30 19:49:10,2025-06-30 20:10:48.457,2025-06-30 20:10:35,311.0,13,-6.768499,-43.01761,16,Inválido,0,11764,0,667,21,21,1226.34,0,GTIGN,X,X,,0,,,1285.0,NA_0,3.27,3.27*,0.0
2387,QRQ1J66,83,4675739775,2025-06-30 20:12:54,2025-06-30 20:12:55.553,2025-06-30 20:12:54,36.0,1,-6.767277,-43.01903,14,Válido,0,12768,0,668,12,20,1226.54,0,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
2388,QRQ1J66,83,4675739775,2025-06-30 20:17:54,2025-06-30 20:17:55.540,2025-06-30 20:17:54,95.0,1,-6.767286,-43.01901,10,Válido,0,12494,0,760,11,27,1226.54,0,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2389,QRQ1J66,83,4675739775,2025-06-30 21:17:58,2025-06-30 21:17:58.783,2025-06-30 21:17:58,0.0,0,-6.767296,-43.01898,7,Válido,0,12433,0,760,11,27,1226.54,0,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2390,QRQ1J66,83,4675739775,2025-06-30 22:18:02,2025-06-30 22:18:03.297,2025-06-30 22:18:02,0.0,1,-6.767308,-43.0189,11,Válido,0,12403,0,760,11,27,1226.54,0,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2391,QRQ1J66,83,4675739775,2025-06-30 23:18:05,2025-06-30 23:18:06.150,2025-06-30 23:18:05,0.0,1,-6.767277,-43.01893,5,Válido,0,12403,0,760,11,27,1226.54,0,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2392,QRQ1J66,83,4675739775,2025-07-01 00:18:09,2025-07-01 01:13:26.540,2025-07-01 00:18:09,0.0,3317,-6.767251,-43.01896,6,Válido,0,12403,1,760,11,27,1226.54,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2393,QRQ1J66,83,4675739775,2025-07-01 01:18:13,2025-07-01 01:18:13.993,2025-07-01 01:18:13,0.0,0,-6.767189,-43.01897,9,Válido,0,12372,0,760,11,27,1226.54,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2394,QRQ1J66,83,4675739775,2025-07-01 02:18:16,2025-07-01 02:18:17.363,2025-07-01 02:18:16,0.0,1,-6.767326,-43.01898,9,Válido,0,12342,0,760,11,27,1226.54,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2395,QRQ1J66,83,4675739775,2025-07-01 03:18:19,2025-07-01 03:18:20.233,2025-07-01 03:18:19,65.0,1,-6.767249,-43.01893,7,Válido,0,12372,0,760,11,27,1226.54,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2396,QRQ1J66,83,4675739775,2025-07-01 04:18:22,2025-07-01 04:18:23.107,2025-07-01 04:18:22,162.0,1,-6.7673,-43.01898,7,Válido,0,12342,0,760,11,27,1226.54,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2397,QRQ1J66,83,4675739775,2025-07-01 05:18:25,2025-07-01 06:13:41.817,2025-07-01 05:18:25,158.0,3316,-6.767288,-43.01894,6,Válido,0,12312,1,760,11,27,1226.54,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2398,QRQ1J66,83,4675739775,2025-07-01 06:18:28,2025-07-01 06:49:05.347,2025-07-01 06:18:28,0.0,1837,-6.767284,-43.01899,7,Válido,0,12281,1,760,11,27,1226.54,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2399,QRQ1J66,83,4675739775,2025-07-01 06:18:37,2025-07-01 06:49:05.663,2025-07-01 06:48:52,0.0,13,-6.767284,-43.01899,7,Inválido,0,13953,0,667,21,21,1226.54,0,GTIGN,X,X,,0,,,1815.0,NA_0,3.27,3.27*,0.0
2400,QRQ1J66,83,4675739775,2025-07-01 06:51:54,2025-07-01 06:51:55.410,2025-07-01 06:51:54,18.0,1,-6.770902,-43.01614,10,Válido,12,13619,0,761,22,30,1227.24,10,10,GTERI,T,T5,186,,2.0,0.0,T5_186,91.37,85.45,5.92
2401,QRQ1J66,83,4675739775,2025-07-01 06:54:54,2025-07-01 06:54:55.370,2025-07-01 06:54:54,135.0,1,-6.775142,-43.00834,12,Válido,0,13406,0,761,22,30,1228.4,10,10,GTERI,T,T1,53,,1.0,0.0,T1_53,24.35,24.35*,0.0
2402,QRQ1J66,83,4675739775,2025-07-01 06:57:54,2025-07-01 06:57:55.263,2025-07-01 06:57:54,131.0,1,-6.785994,-43.01384,15,Válido,40,13588,0,761,22,30,1230.0,10,10,GTERI,T,T5,187,,2.0,0.0,T5_187,32.04,9.6,22.44
2403,QRQ1J66,83,4675739775,2025-07-01 07:00:54,2025-07-01 07:00:55.270,2025-07-01 07:00:54,193.0,1,-6.808283,-43.01116,15,Válido,36,13588,0,761,22,30,1232.57,10,10,GTERI,T,T1,54,,1.0,0.0,T1_54,15.66,5.15,10.51
2404,QRQ1J66,83,4675739775,2025-07-01 07:01:42,2025-07-01 07:01:43.340,2025-07-01 07:01:42,8.0,1,-6.808816,-43.01148,15,Válido,0,13102,0,668,12,20,1232.72,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
2405,QRQ1J66,83,4675739775,2025-07-01 07:06:42,2025-07-01 07:06:43.350,2025-07-01 07:06:42,209.0,1,-6.808824,-43.01147,16,Válido,0,12646,0,760,11,27,1232.72,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2406,QRQ1J66,83,4675739775,2025-07-01 08:06:45,2025-07-01 08:06:45.990,2025-07-01 08:06:45,203.0,0,-6.808843,-43.01145,14,Válido,0,12494,0,760,11,27,1232.72,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2407,QRQ1J66,83,4675739775,2025-07-01 09:06:49,2025-07-01 09:06:49.610,2025-07-01 09:06:49,52.0,0,-6.808811,-43.01147,17,Válido,0,12464,0,760,11,27,1232.72,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2408,QRQ1J66,83,4675739775,2025-07-01 10:06:52,2025-07-01 10:33:55.183,2025-07-01 10:06:52,70.0,1623,-6.808798,-43.0115,18,Válido,0,12403,1,760,11,27,1232.72,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2409,QRQ1J66,83,4675739775,2025-07-01 10:07:02,2025-07-01 10:33:55.503,2025-07-01 10:33:42,317.0,13,-6.808805,-43.0115,17,Inválido,0,13953,0,667,21,21,1232.72,0,GTIGN,X,X,,0,,,1600.0,NA_0,3.27,3.27*,0.0
2410,QRQ1J66,83,4675739775,2025-07-01 10:36:44,2025-07-01 10:36:44.947,2025-07-01 10:36:44,4.0,0,-6.79044,-43.01324,17,Válido,41,13619,0,761,22,30,1234.84,10,10,GTERI,T,T1,55,,1.0,0.0,T1_55,15.77,4.17,11.6
2411,QRQ1J66,83,4675739775,2025-07-01 10:39:44,2025-07-01 10:39:44.947,2025-07-01 10:39:44,3.0,0,-6.779474,-43.01938,17,Válido,22,13406,0,761,22,30,1236.48,10,10,GTERI,T,T5,188,,2.0,0.0,T5_188,7.82,3.26,11.08
2412,QRQ1J66,83,4675739775,2025-07-01 10:41:25,2025-07-01 10:41:25.943,2025-07-01 10:41:25,1.0,0,-6.777027,-43.01927,17,Válido,0,13011,0,668,12,20,1236.76,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
2413,QRQ1J66,83,4675739775,2025-07-01 10:46:25,2025-07-01 11:03:20.410,2025-07-01 10:46:25,1.0,1015,-6.77703,-43.01928,15,Válido,0,12585,1,760,11,27,1236.76,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2414,QRQ1J66,83,4675739775,2025-07-01 10:46:35,2025-07-01 11:03:18.893,2025-07-01 11:03:06,1.0,12,-6.77703,-43.01928,16,Inválido,0,13801,0,667,21,21,1236.76,0,GTIGN,X,X,,0,,,991.0,NA_0,3.27,3.27*,0.0
2415,QRQ1J66,83,4675739775,2025-07-01 11:06:07,2025-07-01 11:06:08.063,2025-07-01 11:06:07,192.0,1,-6.781477,-43.01981,15,Válido,29,13497,0,761,22,30,1237.53,10,10,GTERI,T,T1,56,,1.0,0.0,T1_56,2.49,2.49*,7.82
2416,QRQ1J66,83,4675739775,2025-07-01 11:09:07,2025-07-01 11:09:08.147,2025-07-01 11:09:07,118.0,1,-6.784875,-43.01562,15,Válido,5,13497,0,761,22,30,1239.04,10,10,GTERI,T,T1,57,,1.0,0.0,T1_57,1.54,0.29,1.83
2417,QRQ1J66,83,4675739775,2025-07-01 11:12:07,2025-07-01 11:12:07.980,2025-07-01 11:12:07,182.0,0,-6.8041,-43.01006,16,Válido,46,13528,0,761,22,30,1241.36,10,10,GTERI,T,T1,58,,0.0,0.0,T1_58,8.9,8.9*,0.0
2418,QRQ1J66,83,4675739775,2025-07-01 11:13:28,2025-07-01 11:13:31.450,2025-07-01 11:13:28,5.0,3,-6.808805,-43.01145,16,Válido,0,12889,0,668,12,20,1241.98,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
2419,QRQ1J66,83,4675739775,2025-07-01 11:18:28,2025-07-01 12:13:46.540,2025-07-01 11:18:28,5.0,3318,-6.808823,-43.01146,18,Válido,0,12585,1,760,11,27,1241.98,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2420,QRQ1J66,83,4675739775,2025-07-01 12:18:32,2025-07-01 12:18:33.260,2025-07-01 12:18:32,292.0,1,-6.808848,-43.01147,17,Válido,0,12433,0,760,11,27,1241.98,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2421,QRQ1J66,83,4675739775,2025-07-01 13:18:35,2025-07-01 14:13:51.967,2025-07-01 13:18:35,18.0,3316,-6.808788,-43.01146,15,Válido,0,12433,1,760,11,27,1241.98,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2422,QRQ1J66,83,4675739775,2025-07-01 14:18:38,2025-07-01 14:18:38.937,2025-07-01 14:18:38,72.0,0,-6.808799,-43.01145,17,Válido,0,12372,0,760,11,27,1241.98,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2423,QRQ1J66,83,4675739775,2025-07-01 15:18:42,2025-07-01 15:18:43.217,2025-07-01 15:18:42,345.0,1,-6.808842,-43.01143,18,Válido,0,12342,0,760,11,27,1241.98,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2424,QRQ1J66,83,4675739775,2025-07-01 16:18:46,2025-07-01 16:18:46.617,2025-07-01 16:18:46,347.0,0,-6.808807,-43.01145,12,Válido,0,12342,0,760,11,27,1241.98,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2425,QRQ1J66,83,4675739775,2025-07-01 17:18:50,2025-07-01 17:18:50.460,2025-07-01 17:18:50,214.0,0,-6.808834,-43.01142,15,Válido,0,12342,0,760,11,27,1241.98,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2426,QRQ1J66,83,4675739775,2025-07-01 18:18:53,2025-07-01 18:18:54.293,2025-07-01 18:18:53,265.0,1,-6.80886,-43.01147,17,Válido,0,12312,0,760,11,27,1241.98,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2427,QRQ1J66,83,4675739775,2025-07-01 18:19:03,2025-07-01 18:36:03.757,2025-07-01 18:35:51,265.0,12,-6.80886,-43.01147,16,Inválido,0,13497,0,667,21,21,1241.98,0,GTIGN,X,X,,0,,,1008.0,NA_0,3.27,3.27*,0.0
2428,QRQ1J66,83,4675739775,2025-07-01 18:38:53,2025-07-01 18:38:54.000,2025-07-01 18:38:53,4.0,1,-6.789019,-43.01313,17,Válido,53,13588,0,761,22,30,1244.26,10,10,GTERI,T,T5,189,,3.0,0.0,T5_189,65.45,19.74,45.71
2429,QRQ1J66,83,4675739775,2025-07-01 18:41:53,2025-07-01 18:41:53.847,2025-07-01 18:41:53,41.0,0,-6.77574,-43.00847,17,Válido,0,13436,0,761,22,30,1246.12,10,10,GTERI,T,T5,190,,3.0,0.0,T5_190,0.99,0.99*,0.0
2430,QRQ1J66,83,4675739775,2025-07-01 18:44:53,2025-07-01 18:44:53.837,2025-07-01 18:44:53,312.0,0,-6.771239,-43.01242,13,Válido,0,13163,0,761,22,30,1246.83,10,10,GTERI,T,T5,191,,3.0,0.0,T5_191,1.2,1.2*,0.0
2431,QRQ1J66,83,4675739775,2025-07-01 18:47:53,2025-07-01 18:47:53.887,2025-07-01 18:47:53,31.0,0,-6.767305,-43.01899,17,Válido,0,13376,0,761,22,30,1247.73,10,10,GTERI,T,T5,192,,4.0,0.0,T5_192,2.77,0.88,1.89
2432,QRQ1J66,83,4675739775,2025-07-01 18:48:15,2025-07-01 18:48:15.747,2025-07-01 18:48:15,31.0,0,-6.767286,-43.019,15,Válido,0,12980,0,668,12,20,1247.73,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
2433,QRQ1J66,83,4675739775,2025-07-01 18:53:15,2025-07-01 18:53:15.830,2025-07-01 18:53:15,273.0,0,-6.767323,-43.01901,14,Válido,0,12585,0,760,11,27,1247.73,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2434,QRQ1J66,83,4675739775,2025-07-01 19:53:19,2025-07-01 19:53:19.957,2025-07-01 19:53:19,0.0,0,-6.767292,-43.01904,9,Válido,0,12464,0,760,11,27,1247.73,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2435,QRQ1J66,83,4675739775,2025-07-01 20:53:24,2025-07-01 21:48:41.450,2025-07-01 20:53:24,346.0,3317,-6.767274,-43.01894,8,Válido,0,12433,1,760,11,27,1247.73,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2436,QRQ1J66,83,4675739775,2025-07-01 21:53:27,2025-07-01 21:53:28.277,2025-07-01 21:53:27,0.0,1,-6.767354,-43.01898,7,Válido,0,12403,0,760,11,27,1247.73,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2437,QRQ1J66,83,4675739775,2025-07-01 22:53:30,2025-07-01 23:48:47.083,2025-07-01 22:53:30,0.0,3317,-6.767346,-43.01896,5,Válido,0,12372,1,760,11,27,1247.73,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2438,QRQ1J66,83,4675739775,2025-07-01 23:53:33,2025-07-01 23:53:35.070,2025-07-01 23:53:33,0.0,2,-6.76731,-43.01892,9,Válido,0,12372,0,760,11,27,1247.73,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2439,QRQ1J66,83,4675739775,2025-07-02 00:53:36,2025-07-02 00:53:36.843,2025-07-02 00:53:36,0.0,0,-6.767336,-43.01891,10,Válido,0,12312,0,760,11,27,1247.73,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2440,QRQ1J66,83,4675739775,2025-07-02 01:53:40,2025-07-02 02:48:57.677,2025-07-02 01:53:40,0.0,3317,-6.767189,-43.01896,9,Válido,0,12281,1,760,11,27,1247.73,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2441,QRQ1J66,83,4675739775,2025-07-02 02:53:44,2025-07-02 02:53:44.613,2025-07-02 02:53:44,0.0,0,-6.76731,-43.01897,11,Válido,0,12281,0,760,11,27,1247.73,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2442,QRQ1J66,83,4675739775,2025-07-02 03:53:48,2025-07-02 04:49:05.260,2025-07-02 03:53:48,0.0,3317,-6.767406,-43.01889,9,Válido,0,12281,1,760,11,27,1247.73,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2443,QRQ1J66,83,4675739775,2025-07-02 04:53:51,2025-07-02 04:53:52.283,2025-07-02 04:53:51,0.0,1,-6.767326,-43.01892,11,Válido,0,12312,0,760,11,27,1247.73,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2444,QRQ1J66,83,4675739775,2025-07-02 05:53:54,2025-07-02 05:53:55.163,2025-07-02 05:53:54,0.0,1,-6.767376,-43.01895,7,Válido,0,12281,0,760,11,27,1247.73,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2445,QRQ1J66,83,4675739775,2025-07-02 06:53:57,2025-07-02 06:53:58.040,2025-07-02 06:53:57,0.0,1,-6.767313,-43.01897,10,Válido,0,12281,0,760,11,27,1247.73,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2446,QRQ1J66,83,4675739775,2025-07-02 06:58:00,2025-07-02 06:58:00.850,2025-07-02 06:58:00,0.0,0,-6.767307,-43.01895,10,Válido,0,11795,0,667,21,21,1247.73,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
2447,QRQ1J66,83,4675739775,2025-07-02 07:01:00,2025-07-02 07:01:00.843,2025-07-02 07:01:00,24.0,0,-6.770412,-43.01589,11,Válido,37,13680,0,761,22,30,1248.46,10,10,GTERI,T,T10,100,,8.0,0.0,T10_100,73.58,18.02,55.56
2448,QRQ1J66,83,4675739775,2025-07-02 07:04:00,2025-07-02 07:04:00.887,2025-07-02 07:04:00,136.0,0,-6.772551,-43.01158,15,Válido,0,13376,0,761,22,30,1249.1,10,10,GTERI,T,T5,193,,3.0,0.0,T5_193,14.14,14.14*,0.0
2449,QRQ1J66,83,4675739775,2025-07-02 07:07:00,2025-07-02 07:07:00.880,2025-07-02 07:07:00,132.0,0,-6.77514,-43.00838,16,Válido,5,13467,0,761,22,30,1249.94,10,10,GTERI,T,T5,194,,3.0,0.0,T5_194,1.58,0.96,2.54
2450,QRQ1J66,83,4675739775,2025-07-02 07:10:00,2025-07-02 07:10:00.690,2025-07-02 07:10:00,164.0,0,-6.787437,-43.01326,17,Válido,26,13528,0,761,22,30,1251.73,10,10,GTERI,T,T5,195,,3.0,0.0,T5_195,27.27,0.02,27.25
2451,QRQ1J66,83,4675739775,2025-07-02 07:13:00,2025-07-02 07:13:00.880,2025-07-02 07:13:00,243.0,0,-6.808853,-43.01146,16,Válido,3,13588,0,761,22,30,1254.26,10,10,GTERI,T,T10,101,,9.0,0.0,T10_101,4.92,4.92*,9.88
2452,QRQ1J66,83,4675739775,2025-07-02 07:13:08,2025-07-02 07:13:08.740,2025-07-02 07:13:08,22.0,0,-6.808859,-43.01149,16,Válido,0,13132,0,668,12,20,1254.26,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
2453,QRQ1J66,83,4675739775,2025-07-02 07:18:08,2025-07-02 07:18:08.720,2025-07-02 07:18:08,348.0,0,-6.808884,-43.01148,14,Válido,0,12646,0,760,11,27,1254.26,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2454,QRQ1J66,83,4675739775,2025-07-02 08:18:12,2025-07-02 09:13:29.673,2025-07-02 08:18:12,3.0,3317,-6.808842,-43.01151,13,Válido,0,12494,1,760,11,27,1254.26,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2455,QRQ1J66,83,4675739775,2025-07-02 09:18:16,2025-07-02 09:18:16.870,2025-07-02 09:18:16,340.0,0,-6.808894,-43.01146,14,Válido,0,12433,0,760,11,27,1254.26,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2456,QRQ1J66,83,4675739775,2025-07-02 10:18:20,2025-07-02 11:13:37.557,2025-07-02 10:18:20,259.0,3317,-6.80884,-43.0115,15,Válido,0,12372,1,760,11,27,1254.26,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2457,QRQ1J66,83,4675739775,2025-07-02 11:18:23,2025-07-02 11:18:24.380,2025-07-02 11:18:23,26.0,1,-6.808895,-43.0115,16,Válido,0,12312,0,760,11,27,1254.26,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2458,QRQ1J66,83,4675739775,2025-07-02 12:18:26,2025-07-02 13:13:58.170,2025-07-02 12:18:26,40.0,3332,-6.808873,-43.01148,18,Válido,0,12312,1,760,11,27,1254.26,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2459,QRQ1J66,83,4675739775,2025-07-02 13:18:29,2025-07-02 13:18:30.063,2025-07-02 13:18:29,172.0,1,-6.808917,-43.01151,14,Válido,0,12251,0,760,11,27,1254.26,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2460,QRQ1J66,83,4675739775,2025-07-02 14:18:32,2025-07-02 14:18:32.940,2025-07-02 14:18:32,56.0,0,-6.808898,-43.01148,14,Válido,0,12281,0,760,11,27,1254.26,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2461,QRQ1J66,83,4675739775,2025-07-02 15:18:36,2025-07-02 15:18:37.640,2025-07-02 15:18:36,275.0,1,-6.808878,-43.01143,17,Válido,0,12251,0,760,11,27,1254.26,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2462,QRQ1J66,83,4675739775,2025-07-02 16:18:40,2025-07-02 17:13:57.750,2025-07-02 16:18:40,101.0,3317,-6.808861,-43.01148,17,Válido,0,12220,1,760,11,27,1254.26,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2463,QRQ1J66,83,4675739775,2025-07-02 17:18:44,2025-07-02 17:18:45.330,2025-07-02 17:18:44,0.0,1,-6.808856,-43.01147,14,Válido,0,12251,0,760,11,27,1254.26,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2464,QRQ1J66,83,4675739775,2025-07-02 17:18:53,2025-07-02 17:58:16.777,2025-07-02 17:57:50,0.0,26,-6.808856,-43.01148,14,Inválido,0,13862,0,667,21,21,1254.26,0,GTIGN,X,X,,0,,,2337.0,NA_0,3.27,3.27*,0.0
2465,QRQ1J66,83,4675739775,2025-07-02 18:00:52,2025-07-02 18:00:52.543,2025-07-02 18:00:52,5.0,0,-6.790571,-43.01327,11,Válido,37,13558,0,761,22,30,1256.38,10,10,GTERI,T,T1,59,,0.0,0.0,T1_59,5.25,5.25*,0.0
2466,QRQ1J66,83,4675739775,2025-07-02 18:03:52,2025-07-02 18:03:52.637,2025-07-02 18:03:52,39.0,0,-6.778536,-43.01072,12,Válido,26,13528,0,761,22,30,1258.01,10,10,GTERI,T,T1,60,,0.0,0.0,T1_60,2.11,2.11*,0.0
2467,QRQ1J66,83,4675739775,2025-07-02 18:06:52,2025-07-02 18:06:52.560,2025-07-02 18:06:52,295.0,0,-6.769678,-43.01543,15,Válido,33,13406,0,761,22,30,1259.5,10,10,GTERI,T,T1,61,,1.0,0.0,T1_61,12.54,3.12,9.42
2468,QRQ1J66,83,4675739775,2025-07-02 18:08:55,2025-07-02 18:08:55.650,2025-07-02 18:08:55,351.0,0,-6.767271,-43.019,13,Válido,0,13041,0,668,12,20,1260.06,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
2469,QRQ1J66,83,4675739775,2025-07-02 18:13:55,2025-07-02 18:13:55.487,2025-07-02 18:13:55,54.0,0,-6.767353,-43.01897,12,Válido,0,12585,0,760,11,27,1260.06,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2470,QRQ1J66,83,4675739775,2025-07-02 19:13:59,2025-07-02 19:14:00.207,2025-07-02 19:13:59,0.0,1,-6.767411,-43.01893,9,Válido,0,12464,0,760,11,27,1260.06,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2471,QRQ1J66,83,4675739775,2025-07-02 20:14:03,2025-07-02 21:09:20.733,2025-07-02 20:14:03,0.0,3317,-6.767326,-43.01889,9,Válido,0,12433,1,760,11,27,1260.06,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2472,QRQ1J66,83,4675739775,2025-07-02 21:14:07,2025-07-02 21:14:07.827,2025-07-02 21:14:07,0.0,0,-6.767277,-43.01892,7,Válido,0,12403,0,760,11,27,1260.06,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2473,QRQ1J66,83,4675739775,2025-07-02 22:14:11,2025-07-02 23:09:28.520,2025-07-02 22:14:11,278.0,3317,-6.767352,-43.01893,11,Válido,0,12342,1,760,11,27,1260.06,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2474,QRQ1J66,83,4675739775,2025-07-02 23:14:15,2025-07-02 23:14:15.573,2025-07-02 23:14:15,0.0,0,-6.767441,-43.01895,8,Válido,0,12312,0,760,11,27,1260.06,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2475,QRQ1J66,83,4675739775,2025-07-03 00:14:18,2025-07-03 01:09:35.343,2025-07-03 00:14:18,342.0,3317,-6.767254,-43.01897,11,Válido,0,12312,1,760,11,27,1260.06,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
2476,QRQ1J66,83,4675739775,2025-07-03 01:14:21,2025-07-03 01:14:22.437,2025-07-03 01:14:21,0.0,1,-6.767271,-43.01896,10,Válido,0,12281,0,760,11,27,1260.06,10,Modo Econômico,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
