Sequência,veiPlaca,veiid,GNSS UTC Time,mrvDataHoraInc,Data/Hora Evento,Azimuth,Latitude,Longitude,Velocidade,Bateria (V),Tipo Mensagem,Message_Category,Match_Type,Match_ID,Tempo de fix,Match_Complete
3445,TDD0A35,212794,2025-05-13 13:53:19,2025-05-13 14:01:10.733,2025-05-13 14:01:10,159.00000,-12.08821,-45.76846,0,12563,GTIGN,X,NA,0,471.0,NA_0
3448,TDD0A35,212794,2025-05-13 14:01:17,2025-05-13 14:01:19.550,2025-05-13 14:01:19,332.00000,-12.08817,-45.76849,4,13886,GTERI,T,T5,213,2.0,T5_213
3450,TDD0A35,212794,2025-05-13 14:04:13,2025-05-13 14:04:19.493,2025-05-13 14:04:19,258.00000,-12.08601,-45.75636,49,14101,GTERI,T,T1,126,6.0,T1_126
3452,TDD0A35,212794,2025-05-13 14:06:35,2025-05-13 14:06:36.610,2025-05-13 14:06:36,357.00000,-12.08725,-45.77066,0,14029,GTIGF,X,NA,0,1.0,NA_0
3453,TDD0A35,212794,2025-05-13 14:06:36,2025-05-13 14:06:37.343,2025-05-13 14:06:37,357.00000,-12.08725,-45.77066,0,13360,GTERI,T,T5,214,1.0,T5_214
3454,TDD0A35,212794,2025-05-13 14:06:36,2025-05-13 14:35:46.423,2025-05-13 14:35:46,357.00000,-12.08725,-45.77066,0,12563,GTIGN,X,NA,0,1750.0,NA_0
3457,TDD0A35,212794,2025-05-13 14:35:53,2025-05-13 14:35:55.550,2025-05-13 14:35:55,295.00000,-12.08731,-45.77068,2,13902,GTERI,T,T1,127,2.0,T1_127
3459,TDD0A35,212794,2025-05-13 14:38:49,2025-05-13 14:38:54.447,2025-05-13 14:38:54,289.00000,-12.08730,-45.77065,0,14053,GTERI,T,T1,128,5.0,T1_128
3462,TDD0A35,212794,2025-05-13 14:41:49,2025-05-13 14:41:54.500,2025-05-13 14:41:54,289.00000,-12.08730,-45.77065,0,14053,GTERI,T,T1,129,5.0,T1_129
3464,TDD0A35,212794,2025-05-13 14:44:14,2025-05-13 14:44:16.527,2025-05-13 14:44:16,289.00000,-12.08730,-45.77065,0,14053,GTIGF,X,NA,0,2.0,NA_0
3465,TDD0A35,212794,2025-05-13 14:44:15,2025-05-13 14:44:17.100,2025-05-13 14:44:16,289.00000,-12.08730,-45.77065,0,14014,GTERI,T,T1,130,1.0,T1_130
3466,TDD0A35,212794,2025-05-13 14:44:15,2025-05-13 15:26:40.653,2025-05-13 15:26:38,289.00000,-12.08730,-45.77065,0,12675,GTIGN,X,NA,0,2543.0,NA_0
3469,TDD0A35,212794,2025-05-13 15:26:44,2025-05-13 15:26:46.567,2025-05-13 15:26:46,166.00000,-12.08723,-45.77067,1,13759,GTERI,T,T5,215,2.0,T5_215
3471,TDD0A35,212794,2025-05-13 15:29:38,2025-05-13 15:29:44.660,2025-05-13 15:29:44,262.00000,-12.08961,-45.78573,55,14109,GTERI,T,T5,216,6.0,T5_216
3474,TDD0A35,212794,2025-05-13 15:32:38,2025-05-13 15:32:44.247,2025-05-13 15:32:44,349.00000,-12.08836,-45.79757,14,12794,GTERI,T,T10,72,6.0,T10_72
3476,TDD0A35,212794,2025-05-13 15:35:07,2025-05-13 15:35:10.990,2025-05-13 15:35:08,58.00000,-12.08692,-45.79866,0,13958,GTIGF,X,NA,0,1.0,NA_0
3477,TDD0A35,212794,2025-05-13 15:35:08,2025-05-13 15:35:12.560,2025-05-13 15:35:09,58.00000,-12.08692,-45.79866,0,13105,GTERI,T,T5,217,1.0,T5_217
3478,TDD0A35,212794,2025-05-13 16:35:15,2025-05-13 16:59:07.240,2025-05-13 16:59:04,72.00000,-12.08690,-45.79868,0,12619,GTIGN,X,NA,0,1429.0,NA_0
3481,TDD0A35,212794,2025-05-13 16:59:11,2025-05-13 16:59:13.217,2025-05-13 16:59:12,218.00000,-12.08686,-45.79886,2,13846,GTERI,T,T1,131,1.0,T1_131
3483,TDD0A35,212794,2025-05-13 17:02:06,2025-05-13 17:02:12.877,2025-05-13 17:02:12,83.00000,-12.08926,-45.79623,9,14029,GTERI,T,T5,218,6.0,T5_218
3486,TDD0A35,212794,2025-05-13 17:05:07,2025-05-13 17:05:13.260,2025-05-13 17:05:12,354.00000,-12.08323,-45.79270,13,13950,GTERI,T,T5,219,5.0,T5_219
3488,TDD0A35,212794,2025-05-13 17:08:07,2025-05-13 17:08:12.680,2025-05-13 17:08:12,124.00000,-12.08249,-45.78054,37,14157,GTERI,T,T5,220,5.0,T5_220
3491,TDD0A35,212794,2025-05-13 17:11:07,2025-05-13 17:11:12.773,2025-05-13 17:11:12,82.00000,-12.08758,-45.77183,28,14069,GTERI,T,T5,221,5.0,T5_221
3492,TDD0A35,212794,2025-05-13 17:11:38,2025-05-13 17:11:40.570,2025-05-13 17:11:40,358.00000,-12.08729,-45.77057,0,13998,GTIGF,X,NA,0,2.0,NA_0
3493,TDD0A35,212794,2025-05-13 17:11:39,2025-05-13 17:11:41.007,2025-05-13 17:11:40,358.00000,-12.08729,-45.77057,0,13998,GTERI,T,T5,222,1.0,T5_222
3494,TDD0A35,212794,2025-05-13 17:11:39,2025-05-13 18:01:10.570,2025-05-13 18:01:08,358.00000,-12.08729,-45.77057,0,12643,GTIGN,X,NA,0,2969.0,NA_0
3496,TDD0A35,212794,2025-05-13 18:01:17,2025-05-13 18:01:18.703,2025-05-13 18:01:18,201.00000,-12.08729,-45.77061,2,13862,GTERI,T,T5,223,1.0,T5_223
3499,TDD0A35,212794,2025-05-13 18:04:11,2025-05-13 18:04:17.823,2025-05-13 18:04:17,254.00000,-12.08932,-45.78101,32,12579,GTERI,T,T1,132,6.0,T1_132
3502,TDD0A35,212794,2025-05-13 18:07:11,2025-05-13 18:07:17.657,2025-05-13 18:07:17,172.00000,-12.09200,-45.77268,38,13161,GTERI,T,T1,133,6.0,T1_133
3503,TDD0A35,212794,2025-05-13 18:08:47,2025-05-13 18:08:48.640,2025-05-13 18:08:48,347.00000,-12.09747,-45.77186,0,12683,GTIGF,X,NA,0,1.0,NA_0
3504,TDD0A35,212794,2025-05-13 18:08:48,2025-05-13 18:08:49.373,2025-05-13 18:08:48,347.00000,-12.09747,-45.77186,0,12778,GTERI,T,T5,224,0.0,T5_224
3505,TDD0A35,212794,2025-05-13 19:06:25,2025-05-13 19:08:49.813,2025-05-13 19:08:47,347.00000,-12.09747,-45.77186,0,12842,GTERI,T,NA,0,142.0,NA_0
3506,TDD0A35,212794,2025-05-13 20:06:26,2025-05-13 20:08:50.873,2025-05-13 20:08:47,347.00000,-12.09747,-45.77186,0,12826,GTERI,T,NA,0,141.0,NA_0
3507,TDD0A35,212794,2025-05-13 21:06:47,2025-05-13 21:08:49.787,2025-05-13 21:08:47,347.00000,-12.09747,-45.77186,0,12802,GTERI,T,NA,0,120.0,NA_0
3508,TDD0A35,212794,2025-05-13 22:06:50,2025-05-13 22:08:50.400,2025-05-13 22:08:47,347.00000,-12.09747,-45.77186,0,12802,GTERI,T,NA,0,117.0,NA_0
3509,TDD0A35,212794,2025-05-13 23:06:25,2025-05-13 23:08:50.743,2025-05-13 23:08:47,347.00000,-12.09747,-45.77186,0,12786,GTERI,T,NA,0,142.0,NA_0
3510,TDD0A35,212794,2025-05-14 00:06:25,2025-05-14 00:08:49.777,2025-05-14 00:08:47,347.00000,-12.09747,-45.77186,0,12778,GTERI,T,T10,73,142.0,T10_73
3511,TDD0A35,212794,2025-05-14 01:06:25,2025-05-14 01:08:50.913,2025-05-14 01:08:47,347.00000,-12.09747,-45.77186,0,12762,GTERI,T,NA,0,142.0,NA_0
3512,TDD0A35,212794,2025-05-14 02:06:25,2025-05-14 02:08:50.140,2025-05-14 02:08:47,347.00000,-12.09747,-45.77186,0,12754,GTERI,T,NA,0,142.0,NA_0
3513,TDD0A35,212794,2025-05-14 03:06:25,2025-05-14 03:08:48.447,2025-05-14 03:08:47,347.00000,-12.09747,-45.77186,0,12754,GTERI,T,NA,0,142.0,NA_0
3514,TDD0A35,212794,2025-05-14 04:06:25,2025-05-14 04:08:50.657,2025-05-14 04:08:47,347.00000,-12.09747,-45.77186,0,12730,GTERI,T,NA,0,142.0,NA_0
3515,TDD0A35,212794,2025-05-14 05:06:25,2025-05-14 05:08:49.850,2025-05-14 05:08:47,347.00000,-12.09747,-45.77186,0,12730,GTERI,T,NA,0,142.0,NA_0
3517,TDD0A35,212794,2025-05-14 06:06:25,2025-05-14 06:08:48.607,2025-05-14 06:08:47,347.00000,-12.09747,-45.77186,0,12722,GTERI,T,NA,0,142.0,NA_0
3518,TDD0A35,212794,2025-05-14 07:06:24,2025-05-14 07:08:49.763,2025-05-14 07:08:47,347.00000,-12.09747,-45.77186,0,12730,GTERI,T,T10,74,143.0,T10_74
3519,TDD0A35,212794,2025-05-14 08:06:24,2025-05-14 08:08:49.723,2025-05-14 08:08:47,347.00000,-12.09747,-45.77186,0,12706,GTERI,T,NA,0,143.0,NA_0
3520,TDD0A35,212794,2025-05-14 08:06:24,2025-05-14 08:35:28.500,2025-05-14 08:35:28,347.00000,-12.09747,-45.77186,0,12396,GTIGN,X,NA,0,1744.0,NA_0
3523,TDD0A35,212794,2025-05-14 08:35:36,2025-05-14 08:35:37.573,2025-05-14 08:35:37,168.00000,-12.09745,-45.77184,4,13862,GTERI,T,T1,134,1.0,T1_134
3525,TDD0A35,212794,2025-05-14 08:38:31,2025-05-14 08:38:37.727,2025-05-14 08:38:37,33.00000,-12.08895,-45.77496,18,12722,GTERI,T,T1,135,6.0,T1_135
3528,TDD0A35,212794,2025-05-14 08:41:31,2025-05-14 08:41:38.337,2025-05-14 08:41:37,82.00000,-12.08764,-45.77295,25,12826,GTERI,T,T1,136,6.0,T1_136
3529,TDD0A35,212794,2025-05-14 08:43:13,2025-05-14 08:43:14.553,2025-05-14 08:43:14,78.00000,-12.08739,-45.77086,0,14069,GTIGF,X,NA,0,1.0,NA_0
3530,TDD0A35,212794,2025-05-14 08:43:14,2025-05-14 08:43:15.033,2025-05-14 08:43:14,78.00000,-12.08739,-45.77086,0,14125,GTERI,T,T5,225,0.0,T5_225
3531,TDD0A35,212794,2025-05-14 09:40:49,2025-05-14 09:43:14.593,2025-05-14 09:43:12,78.00000,-12.08739,-45.77086,0,12754,GTERI,T,T10,75,143.0,T10_75
3532,TDD0A35,212794,2025-05-14 09:40:49,2025-05-14 10:39:18.737,2025-05-14 10:39:16,78.00000,-12.08739,-45.77086,0,12435,GTIGN,X,NA,0,3507.0,NA_0
3535,TDD0A35,212794,2025-05-14 10:39:24,2025-05-14 10:39:26.270,2025-05-14 10:39:25,38.00000,-12.08742,-45.77086,0,13886,GTERI,T,T1,137,1.0,T1_137
3538,TDD0A35,212794,2025-05-14 10:42:17,2025-05-14 10:42:22.820,2025-05-14 10:42:22,261.00000,-12.08772,-45.77360,27,14101,GTERI,T,T5,226,5.0,T5_226
3541,TDD0A35,212794,2025-05-14 10:45:16,2025-05-14 10:45:23.067,2025-05-14 10:45:22,261.00000,-12.08998,-45.78833,29,12722,GTERI,T,T10,76,6.0,T10_76
3543,TDD0A35,212794,2025-05-14 10:48:16,2025-05-14 10:48:23.083,2025-05-14 10:48:22,263.00000,-12.08463,-45.79480,31,14117,GTERI,T,T10,77,6.0,T10_77
3546,TDD0A35,212794,2025-05-14 10:51:17,2025-05-14 10:51:25.053,2025-05-14 10:51:22,261.00000,-12.09142,-45.79886,31,13998,GTERI,T,T5,227,5.0,T5_227
3548,TDD0A35,212794,2025-05-14 10:54:17,2025-05-14 10:55:04.427,2025-05-14 10:54:22,267.00000,-12.09525,-45.80786,30,12706,GTERI,T,T5,228,5.0,T5_228
3550,TDD0A35,212794,2025-05-14 10:54:49,2025-05-14 10:55:06.607,2025-05-14 10:54:50,78.00000,-12.09477,-45.80877,0,14069,GTERI,T,T1,138,1.0,T1_138
3549,TDD0A35,212794,2025-05-14 10:54:48,2025-05-14 10:55:05.560,2025-05-14 10:54:50,78.00000,-12.09477,-45.80877,0,14069,GTIGF,X,NA,0,2.0,NA_0
3551,TDD0A35,212794,2025-05-14 10:54:49,2025-05-14 11:00:51.037,2025-05-14 11:00:50,78.00000,-12.09477,-45.80877,0,12611,GTIGN,X,NA,0,361.0,NA_0
3554,TDD0A35,212794,2025-05-14 11:00:57,2025-05-14 11:03:14.260,2025-05-14 11:00:58,0.00000,-12.09477,-45.80875,0,13862,GTERI,T,T1,139,1.0,T1_139
3556,TDD0A35,212794,2025-05-14 11:03:52,2025-05-14 11:03:58.320,2025-05-14 11:03:57,0.00000,-12.09478,-45.80875,0,14101,GTERI,T,T1,140,5.0,T1_140
3559,TDD0A35,212794,2025-05-14 11:06:52,2025-05-14 11:07:08.557,2025-05-14 11:06:57,82.00000,-12.09221,-45.80104,43,14540,GTERI,T,T1,141,5.0,T1_141
3562,TDD0A35,212794,2025-05-14 11:09:52,2025-05-14 11:09:59.000,2025-05-14 11:09:57,105.00000,-12.08957,-45.78051,42,14101,GTERI,T,T1,142,5.0,T1_142
3564,TDD0A35,212794,2025-05-14 11:12:52,2025-05-14 11:12:59.313,2025-05-14 11:12:57,262.00000,-12.08947,-45.77065,32,14125,GTERI,T,T1,143,5.0,T1_143
3567,TDD0A35,212794,2025-05-14 11:15:21,2025-05-14 11:15:22.977,2025-05-14 11:15:22,87.00000,-12.09745,-45.77189,0,14069,GTIGF,X,NA,0,1.0,NA_0
3568,TDD0A35,212794,2025-05-14 11:15:22,2025-05-14 11:15:25.567,2025-05-14 11:15:23,87.00000,-12.09745,-45.77189,0,14069,GTERI,T,T1,144,1.0,T1_144
3569,TDD0A35,212794,2025-05-14 12:12:59,2025-05-14 12:15:24.993,2025-05-14 12:15:22,87.00000,-12.09745,-45.77189,0,12874,GTERI,T,T10,78,143.0,T10_78
3570,TDD0A35,212794,2025-05-14 13:13:00,2025-05-14 13:15:24.647,2025-05-14 13:15:22,87.00000,-12.09745,-45.77189,0,12826,GTERI,T,NA,0,142.0,NA_0
3571,TDD0A35,212794,2025-05-14 13:13:00,2025-05-14 13:47:29.233,2025-05-14 13:47:26,87.00000,-12.09745,-45.77189,0,12539,GTIGN,X,NA,0,2066.0,NA_0
3574,TDD0A35,212794,2025-05-14 13:47:34,2025-05-14 13:47:35.653,2025-05-14 13:47:35,204.00000,-12.09750,-45.77192,3,13870,GTERI,T,T5,229,1.0,T5_229
3576,TDD0A35,212794,2025-05-14 13:50:26,2025-05-14 13:50:32.657,2025-05-14 13:50:32,351.00000,-12.09143,-45.77463,20,12738,GTERI,T,T5,230,6.0,T5_230
3579,TDD0A35,212794,2025-05-14 13:53:26,2025-05-14 13:53:32.650,2025-05-14 13:53:32,80.00000,-12.08805,-45.77578,17,12738,GTERI,T,T10,79,6.0,T10_79
3580,TDD0A35,212794,2025-05-14 13:54:49,2025-05-14 13:54:50.990,2025-05-14 13:54:50,81.00000,-12.08743,-45.77077,0,14045,GTIGF,X,NA,0,1.0,NA_0
3581,TDD0A35,212794,2025-05-14 13:54:50,2025-05-14 13:54:51.750,2025-05-14 13:54:51,81.00000,-12.08743,-45.77077,0,13599,GTERI,T,T5,231,1.0,T5_231
3582,TDD0A35,212794,2025-05-14 13:54:50,2025-05-14 14:49:46.737,2025-05-14 14:49:46,81.00000,-12.08743,-45.77077,0,12555,GTIGN,X,NA,0,3296.0,NA_0
3585,TDD0A35,212794,2025-05-14 14:49:54,2025-05-14 14:49:55.663,2025-05-14 14:49:55,48.00000,-12.08741,-45.77076,0,12276,GTERI,T,T5,232,1.0,T5_232
3587,TDD0A35,212794,2025-05-14 14:52:46,2025-05-14 14:52:52.800,2025-05-14 14:52:52,265.00000,-12.08897,-45.78099,0,14022,GTERI,T,T10,80,6.0,T10_80
3590,TDD0A35,212794,2025-05-14 14:55:46,2025-05-14 14:55:52.560,2025-05-14 14:55:52,262.00000,-12.09009,-45.78714,53,14053,GTERI,T,T10,81,6.0,T10_81
3592,TDD0A35,212794,2025-05-14 14:58:47,2025-05-14 14:58:52.733,2025-05-14 14:58:52,352.00000,-12.08755,-45.79769,29,14229,GTERI,T,T5,233,5.0,T5_233
3594,TDD0A35,212794,2025-05-14 15:00:49,2025-05-14 15:00:50.733,2025-05-14 15:00:50,131.00000,-12.08638,-45.79913,0,14045,GTIGF,X,NA,0,1.0,NA_0
3595,TDD0A35,212794,2025-05-14 15:00:50,2025-05-14 15:00:51.570,2025-05-14 15:00:50,131.00000,-12.08638,-45.79913,0,14069,GTERI,T,T5,234,0.0,T5_234
3596,TDD0A35,212794,2025-05-14 15:00:50,2025-05-14 15:05:20.610,2025-05-14 15:05:06,131.00000,-12.08638,-45.79913,0,12683,GTIGN,X,NA,0,256.0,NA_0
3598,TDD0A35,212794,2025-05-14 15:05:13,2025-05-14 15:05:23.377,2025-05-14 15:05:14,338.00000,-12.08637,-45.79917,2,13368,GTERI,T,T5,235,1.0,T5_235
3600,TDD0A35,212794,2025-05-14 15:05:47,2025-05-14 15:05:49.870,2025-05-14 15:05:48,218.00000,-12.08702,-45.79891,0,13527,GTIGF,X,NA,0,1.0,NA_0
3601,TDD0A35,212794,2025-05-14 15:05:48,2025-05-14 15:05:51.743,2025-05-14 15:05:48,218.00000,-12.08702,-45.79891,0,13687,GTERI,T,T5,236,0.0,T5_236
3602,TDD0A35,212794,2025-05-14 16:03:24,2025-05-14 16:07:24.097,2025-05-14 16:05:47,218.00000,-12.08702,-45.79891,0,12834,GTERI,T,T10,82,143.0,T10_82
3603,TDD0A35,212794,2025-05-14 17:03:24,2025-05-14 17:23:00.247,2025-05-14 17:22:54,32.00000,-12.08706,-45.79887,0,12547,GTIGN,X,NA,0,1170.0,NA_0
3606,TDD0A35,212794,2025-05-14 17:23:02,2025-05-14 17:23:05.717,2025-05-14 17:23:03,356.00000,-12.08697,-45.79890,6,13830,GTERI,T,T5,237,1.0,T5_237
3608,TDD0A35,212794,2025-05-14 17:25:54,2025-05-14 17:26:01.050,2025-05-14 17:26:00,248.00000,-12.09227,-45.80316,37,13456,GTERI,T,T5,238,6.0,T5_238
3610,TDD0A35,212794,2025-05-14 17:27:19,2025-05-14 17:27:20.817,2025-05-14 17:27:20,212.00000,-12.09477,-45.80872,0,14093,GTIGF,X,NA,0,1.0,NA_0
3611,TDD0A35,212794,2025-05-14 17:27:20,2025-05-14 17:27:25.153,2025-05-14 17:27:21,212.00000,-12.09477,-45.80872,0,13519,GTERI,T,T1,145,1.0,T1_145
3612,TDD0A35,212794,2025-05-14 17:27:20,2025-05-14 17:50:43.177,2025-05-14 17:49:22,212.00000,-12.09477,-45.80872,0,12579,GTIGN,X,NA,0,1322.0,NA_0
3615,TDD0A35,212794,2025-05-14 17:49:30,2025-05-14 17:50:47.053,2025-05-14 17:49:31,321.00000,-12.09477,-45.80873,1,13926,GTERI,T,T5,239,1.0,T5_239
3616,TDD0A35,212794,2025-05-14 17:52:24,2025-05-14 17:52:30.810,2025-05-14 17:52:30,77.00000,-12.09206,-45.79980,40,12706,GTERI,T,T5,240,6.0,T5_240
3619,TDD0A35,212794,2025-05-14 17:55:24,2025-05-14 17:55:32.223,2025-05-14 17:55:30,81.00000,-12.08957,-45.77961,26,14029,GTERI,T,T5,241,6.0,T5_241
3621,TDD0A35,212794,2025-05-14 17:58:24,2025-05-14 17:58:30.710,2025-05-14 17:58:30,172.00000,-12.09481,-45.77230,27,12675,GTERI,T,T5,242,6.0,T5_242
3623,TDD0A35,212794,2025-05-14 17:59:33,2025-05-14 17:59:34.673,2025-05-14 17:59:34,354.00000,-12.09745,-45.77186,0,14125,GTIGF,X,NA,0,1.0,NA_0
3624,TDD0A35,212794,2025-05-14 17:59:34,2025-05-14 17:59:36.093,2025-05-14 17:59:35,354.00000,-12.09745,-45.77186,0,14117,GTERI,T,T1,146,1.0,T1_146
3625,TDD0A35,212794,2025-05-14 18:57:08,2025-05-14 18:59:35.717,2025-05-14 18:59:30,354.00000,-12.09745,-45.77186,0,12818,GTERI,T,T10,83,142.0,T10_83
3626,TDD0A35,212794,2025-05-14 19:57:08,2025-05-14 19:59:34.407,2025-05-14 19:59:30,354.00000,-12.09745,-45.77186,0,12794,GTERI,T,T5,243,142.0,T5_243
3627,TDD0A35,212794,2025-05-14 20:57:08,2025-05-14 20:59:33.097,2025-05-14 20:59:30,354.00000,-12.09745,-45.77186,0,12778,GTERI,T,NA,0,142.0,NA_0
3628,TDD0A35,212794,2025-05-14 21:57:08,2025-05-14 21:59:32.697,2025-05-14 21:59:30,354.00000,-12.09745,-45.77186,0,12738,GTERI,T,T5,244,142.0,T5_244
3629,TDD0A35,212794,2025-05-14 22:57:08,2025-05-14 22:59:33.307,2025-05-14 22:59:30,354.00000,-12.09745,-45.77186,0,12738,GTERI,T,T10,84,142.0,T10_84
3630,TDD0A35,212794,2025-05-14 23:57:08,2025-05-14 23:59:32.600,2025-05-14 23:59:30,354.00000,-12.09745,-45.77186,0,12730,GTERI,T,NA,0,142.0,NA_0
3631,TDD0A35,212794,2025-05-15 00:57:08,2025-05-15 00:59:33.120,2025-05-15 00:59:30,354.00000,-12.09745,-45.77186,0,12722,GTERI,T,T10,85,142.0,T10_85
3632,TDD0A35,212794,2025-05-15 01:57:09,2025-05-15 01:59:32.587,2025-05-15 01:59:30,354.00000,-12.09745,-45.77186,0,12714,GTERI,T,T10,86,141.0,T10_86
3633,TDD0A35,212794,2025-05-15 02:57:08,2025-05-15 02:59:31.033,2025-05-15 02:59:30,354.00000,-12.09745,-45.77186,0,12714,GTERI,T,T1,147,142.0,T1_147
3634,TDD0A35,212794,2025-05-15 03:57:08,2025-05-15 03:59:33.810,2025-05-15 03:59:30,354.00000,-12.09745,-45.77186,0,12706,GTERI,T,NA,0,142.0,NA_0
3635,TDD0A35,212794,2025-05-15 04:57:08,2025-05-15 04:59:32.830,2025-05-15 04:59:30,354.00000,-12.09745,-45.77186,0,12699,GTERI,T,T10,87,142.0,T10_87
3637,TDD0A35,212794,2025-05-15 05:57:08,2025-05-15 05:59:30.657,2025-05-15 05:59:30,354.00000,-12.09745,-45.77186,0,12691,GTERI,T,T1,148,142.0,T1_148
3638,TDD0A35,212794,2025-05-15 06:57:08,2025-05-15 06:59:33.030,2025-05-15 06:59:30,354.00000,-12.09745,-45.77186,0,12683,GTERI,T,NA,0,142.0,NA_0
3639,TDD0A35,212794,2025-05-15 07:57:09,2025-05-15 07:59:32.873,2025-05-15 07:59:30,354.00000,-12.09745,-45.77186,0,12675,GTERI,T,NA,0,141.0,NA_0
3640,TDD0A35,212794,2025-05-15 07:57:09,2025-05-15 08:49:12.447,2025-05-15 08:49:10,354.00000,-12.09745,-45.77186,0,12523,GTIGN,X,NA,0,3121.0,NA_0
3643,TDD0A35,212794,2025-05-15 08:49:18,2025-05-15 08:49:19.757,2025-05-15 08:49:19,180.00000,-12.09760,-45.77179,3,13527,GTERI,T,T5,245,1.0,T5_245
3646,TDD0A35,212794,2025-05-15 08:52:09,2025-05-15 08:52:15.860,2025-05-15 08:52:15,351.00000,-12.08934,-45.77115,40,13360,GTERI,T,T5,246,6.0,T5_246
3649,TDD0A35,212794,2025-05-15 08:55:10,2025-05-15 08:55:16.200,2025-05-15 08:55:15,176.00000,-12.08818,-45.76849,0,14069,GTERI,T,T5,247,5.0,T5_247
3652,TDD0A35,212794,2025-05-15 08:58:10,2025-05-15 08:58:15.870,2025-05-15 08:58:15,172.00000,-12.09175,-45.77085,42,14045,GTERI,T,T5,248,5.0,T5_248
3655,TDD0A35,212794,2025-05-15 09:01:10,2025-05-15 09:01:15.643,2025-05-15 09:01:15,73.00000,-12.09562,-45.77662,9,13472,GTERI,T,T5,249,5.0,T5_249
3657,TDD0A35,212794,2025-05-15 09:04:10,2025-05-15 09:04:15.863,2025-05-15 09:04:15,85.00000,-12.08800,-45.77000,52,14141,GTERI,T,T5,250,5.0,T5_250
3659,TDD0A35,212794,2025-05-15 09:06:57,2025-05-15 09:06:58.620,2025-05-15 09:06:58,82.00000,-12.08738,-45.77078,0,14085,GTIGF,X,NA,0,1.0,NA_0
3660,TDD0A35,212794,2025-05-15 09:06:58,2025-05-15 09:06:59.120,2025-05-15 09:06:59,82.00000,-12.08738,-45.77078,0,14077,GTERI,T,T5,251,1.0,T5_251
3661,TDD0A35,212794,2025-05-15 09:06:58,2025-05-15 09:44:30.750,2025-05-15 09:44:28,82.00000,-12.08738,-45.77078,0,12563,GTIGN,X,NA,0,2250.0,NA_0
3664,TDD0A35,212794,2025-05-15 09:44:36,2025-05-15 09:44:37.727,2025-05-15 09:44:37,201.00000,-12.08732,-45.77073,1,13894,GTERI,T,T5,252,1.0,T5_252
3667,TDD0A35,212794,2025-05-15 09:47:29,2025-05-15 09:47:35.593,2025-05-15 09:47:35,205.00000,-12.08876,-45.77925,0,13201,GTERI,T,T5,253,6.0,T5_253
3670,TDD0A35,212794,2025-05-15 09:50:29,2025-05-15 09:50:36.180,2025-05-15 09:50:35,264.00000,-12.09128,-45.79668,45,14484,GTERI,T,T5,254,6.0,T5_254
3672,TDD0A35,212794,2025-05-15 09:53:29,2025-05-15 09:53:35.603,2025-05-15 09:53:35,190.00000,-12.10406,-45.80888,41,14308,GTERI,T,T5,255,6.0,T5_255
3674,TDD0A35,212794,2025-05-15 09:54:41,2025-05-15 09:54:42.523,2025-05-15 09:54:42,79.00000,-12.10471,-45.80735,0,14061,GTIGF,X,NA,0,1.0,NA_0
3675,TDD0A35,212794,2025-05-15 09:54:42,2025-05-15 09:54:43.880,2025-05-15 09:54:43,79.00000,-12.10471,-45.80735,0,13591,GTERI,T,T5,256,1.0,T5_256
3676,TDD0A35,212794,2025-05-15 09:54:42,2025-05-15 10:10:44.840,2025-05-15 10:10:44,79.00000,-12.10471,-45.80735,0,12523,GTIGN,X,NA,0,962.0,NA_0
3679,TDD0A35,212794,2025-05-15 10:10:51,2025-05-15 10:10:52.710,2025-05-15 10:10:52,220.00000,-12.10473,-45.80738,2,12667,GTERI,T,T5,257,1.0,T5_257
3681,TDD0A35,212794,2025-05-15 10:13:44,2025-05-15 10:13:50.873,2025-05-15 10:13:50,60.00000,-12.09296,-45.80397,44,12794,GTERI,T,T5,258,6.0,T5_258
3683,TDD0A35,212794,2025-05-15 10:16:11,2025-05-15 10:16:13.950,2025-05-15 10:16:12,212.00000,-12.09474,-45.80847,0,14093,GTIGF,X,NA,0,1.0,NA_0
3684,TDD0A35,212794,2025-05-15 10:16:12,2025-05-15 10:16:14.787,2025-05-15 10:16:13,212.00000,-12.09474,-45.80847,0,13774,GTERI,T,T5,259,1.0,T5_259
3685,TDD0A35,212794,2025-05-15 10:16:12,2025-05-15 10:29:22.330,2025-05-15 10:29:16,212.00000,-12.09474,-45.80847,0,12555,GTIGN,X,NA,0,784.0,NA_0
3687,TDD0A35,212794,2025-05-15 10:29:23,2025-05-15 10:29:25.737,2025-05-15 10:29:24,244.00000,-12.09473,-45.80848,0,12914,GTERI,T,T1,149,1.0,T1_149
3690,TDD0A35,212794,2025-05-15 10:32:15,2025-05-15 10:33:00.713,2025-05-15 10:32:20,148.00000,-12.09481,-45.80659,8,14069,GTERI,T,T5,260,5.0,T5_260
3692,TDD0A35,212794,2025-05-15 10:35:15,2025-05-15 10:35:28.590,2025-05-15 10:35:20,81.00000,-12.09083,-45.79190,45,14093,GTERI,T,T5,261,5.0,T5_261
3695,TDD0A35,212794,2025-05-15 10:38:15,2025-05-15 10:38:20.723,2025-05-15 10:38:20,353.00000,-12.08363,-45.79562,20,14053,GTERI,T,T5,262,5.0,T5_262
3697,TDD0A35,212794,2025-05-15 10:41:15,2025-05-15 10:41:20.753,2025-05-15 10:41:20,142.00000,-12.08693,-45.79889,11,13097,GTERI,T,T5,263,5.0,T5_263
